question;questionText;type
urn:LCQuAD:id:4390;where is the thorington train station located?;Place
urn:LCQuAD:id:2089;With whom were the engagements of Alpine Brigade Taurinense?;Place
urn:LCQuAD:id:236;What is the major shrine of Jacques-Dsir Laval ?;Place
urn:LCQuAD:id:3156;Where is the main ground of soccer seasons whose chairman is Ronaldo?;Place
urn:LCQuAD:id:4527;What is the county of the road whose route end is Pahang ?;Place
urn:LCQuAD:id:451;What cities does the river goes through, whose tributary is the little black river in Arkansas?;Place
urn:LCQuAD:id:1901;Name the rivers whose source country s capital is Lusaka?;Place
urn:LCQuAD:id:3585;List the common official language of the ladonia and Empire of Atlantium ?;Language
urn:LCQuAD:id:4983;What are some languages in the italic family of languages?;Language
urn:LCQuAD:id:4307;Radios on what topics can be tuned in to in Washington DC?;Language
urn:LCQuAD:id:3049;Who was the silver medalist of Gymnastics at the 2008 Summer Olympics  Women s artistic individual all-around ?;Agent
urn:LCQuAD:id:1117;what are some common surnames of female people?;Agent
urn:LCQuAD:id:4121;What organisation regulates and controls the New Sanno Hotel?;Agent
urn:LCQuAD:id:3161;Who produces the trains operated by the MTR?;Agent
urn:LCQuAD:id:3682;Whose former teams are Indianapolis Colts and Carolina Panthers?;Agent
urn:LCQuAD:id:4183;What is the distributing label of StandBy Records ?;Agent
urn:LCQuAD:id:1615;Who is the film star of On Air with Ryan Seacrest ?;Agent
urn:LCQuAD:id:655;List some leaders of regions in the Indian Standard Time Zone?;Agent
urn:LCQuAD:id:4797;Name some comic characters created by Bruce Timm?;Agent
urn:LCQuAD:id:4153;Whihc associate of THomas Bryan Martin is also the founder of Pittsburgh ?;Agent
urn:LCQuAD:id:497;What are some relatives of the people who fought in Operation Barbarossa?;Agent
urn:LCQuAD:id:1335;Whose opponents are Ike Clanton and Billy Clanton?;Agent
urn:LCQuAD:id:4524;List the institute of Robert hall ?;Agent
urn:LCQuAD:id:1419;What are some given names for males?;Agent
urn:LCQuAD:id:4902;What is operated by FedExField ?;Agent
urn:LCQuAD:id:2696;To what political party do the politicians graduated from Somerville college, Oxford belong to?;Agent
urn:LCQuAD:id:472;Which political figures were awarded Screen Actors Guild Life Achievement Award?;Agent
urn:LCQuAD:id:1741;What are some scientists who have stateless citizenship?;Agent
urn:LCQuAD:id:1886;Who is the fictional character who portrayed in Terminator 2: Judgment Day?;Agent
urn:LCQuAD:id:3891;Name the common managing club of the Ivan Toplak and Bret Simon?;Agent
urn:LCQuAD:id:3295;In which company s boards does the founder of Bomis sit?;Agent
urn:LCQuAD:id:3145;Who are the biological parents of Dannielynn Birkhead?;Agent
urn:LCQuAD:id:3653;Who was engaged in wars of Fort Gadsden and Fort Barrancas?;Agent
urn:LCQuAD:id:1647;Who built the Ford Y-block engine ?;Agent
urn:LCQuAD:id:3135;Elizabeth Alexander and Jared Bernstein served under which Vice President?;Agent
urn:LCQuAD:id:297;For which other teams do members of tanzanian national football team play?;Agent
urn:LCQuAD:id:2339;What is the governing body of Burro Flats Painted Cave ?;Agent
urn:LCQuAD:id:4520;Who was once married to both Kelly Brook and Rosie Huntington-Whiteley?;Agent
urn:LCQuAD:id:4092;Which office holder s predecessor is  Lucius Cornelius and his associate is Marcus Calpurnius Bibulus?;Agent
urn:LCQuAD:id:1417;Who is the father of Barbara Ann Crancer?;Agent
urn:LCQuAD:id:4715;Which famous commander led the Siege of forn meigs and was involved in the battle of fort stephenson?;Agent
urn:LCQuAD:id:1652;Who produced the Pixar Image Computer?;Agent
urn:LCQuAD:id:149;Who were all the people in office when bob hawke was the PM?;Agent
urn:LCQuAD:id:4917;Who owns Chelsea F.C.?;Agent
urn:LCQuAD:id:1170;Who all play for the Ivory Coast football team?;Agent
urn:LCQuAD:id:1869;Which manufacturer of the Boeing B-17 Flying fortress is the manager of burro Flats Painted Caves ?;Agent
urn:LCQuAD:id:4923;Which  person has opponent Ike Clanton?;Agent
urn:LCQuAD:id:3535;Who is the associate of Thomas Bryan Martin ?;Agent
urn:LCQuAD:id:414;Who is the person who are on the board of Freedom of the City?;Agent
urn:LCQuAD:id:485;Who died due to Morphine ?;Agent
urn:LCQuAD:id:1197;Who owns Ivanpah Solar Power Facility?;Agent
urn:LCQuAD:id:90;Name the alma mater of Michael hahn ?;Agent
urn:LCQuAD:id:3040;Who discovered Callisto ?;Agent
urn:LCQuAD:id:254;Who are the politicians whose death place is Ontario?;Agent
urn:LCQuAD:id:3800;Name the monarch of L Buwei ?;Agent
urn:LCQuAD:id:1874;List the former team of the american football players born in Pennsylvania ?;Agent
urn:LCQuAD:id:2372;Which companies have launched a rocket from Cape Canaveral Air Force station?;Agent
urn:LCQuAD:id:2146;Name everyone working for a company owned by Roman Abramovich.;Agent
urn:LCQuAD:id:2845;What are some relatives of the spouse of Uncle henry from Oz?;Agent
urn:LCQuAD:id:2907;List the people who were the first one to climb a mountain in California?;Agent
urn:LCQuAD:id:2254;Ford Air Transport Service and Falcon cobra are both owned by which company?;Agent
urn:LCQuAD:id:177;Give a list of all the labels that have jazz fusion artists signed up with them?;Agent
urn:LCQuAD:id:2890;Which college has been attended  by both Mr. Hubert Wiggs and Mr. Alvin Bell?;Agent
urn:LCQuAD:id:80;Which composer of Girl from the North Country is the subsequent work of the Moondog Matinee?;Agent
urn:LCQuAD:id:1617;Who wrote Catch My soul ?;Agent
urn:LCQuAD:id:2939;Who is the film director of Alice s Wonderland ?;Agent
urn:LCQuAD:id:812;Who are the people who influenced the writers of Evenor ?;Agent
urn:LCQuAD:id:2672;Name some Texas based companies ?;Agent
urn:LCQuAD:id:2778;Who were some governmental heads in Nazi Germany?;Agent
urn:LCQuAD:id:1756;Which football teams is Shahid Khan proprietor to?;Agent
urn:LCQuAD:id:677;Who was the bronze medalist of Swimming at the 2008 Summer Olympics  Men s 400 metre individual medley ?;Agent
urn:LCQuAD:id:2843;Name the debut team of Butch Metzger ?;Agent
urn:LCQuAD:id:577;Whose doctoral student is etienne bielerxc9tienne_Bixe9ler;Agent
urn:LCQuAD:id:367;Who was in conflicts of Fort Barrancas and Gadsden?;Agent
urn:LCQuAD:id:3716;What team did Joe Porter and Eddie Anderson play for?;Agent
urn:LCQuAD:id:1437;Who is the governor of Carl McCall ?;Agent
urn:LCQuAD:id:3795;Who developed the software for the operating system of Macintosh Quadra 660AV ?;Agent
urn:LCQuAD:id:2519;From what american football teams did Carlos Emmons play?;Agent
urn:LCQuAD:id:1972;Who are the employer of Don R. Berlin?;Agent
urn:LCQuAD:id:2170;Who is known for are War of 1812 and Battle of the Thames?;Agent
urn:LCQuAD:id:1536;Who all are buried in Arlington national cementary?;Agent
urn:LCQuAD:id:3626;List all the bands which have members of the band Guy in them?;Agent
urn:LCQuAD:id:2298;Who are the predecessors of John Randolph of Roanoke?;Agent
urn:LCQuAD:id:4525;Name the ones who debuted in the San Francisco 49ers.;Agent
urn:LCQuAD:id:3778;Fairfield, Connecticut is hometown to which persons?;Agent
urn:LCQuAD:id:3901;Which office holder s  military branch is Continental Army and vice president is John Adams?;Agent
urn:LCQuAD:id:1425;Chestnut colored horses have won which races?;Agent
urn:LCQuAD:id:3670;List the producer of the TV shows whose company is HBO.;Agent
urn:LCQuAD:id:3226;Cleopatra V of Egypt is father to which royalty?;Agent
urn:LCQuAD:id:3400;Name the commander of Battle of the Thames ?;Agent
urn:LCQuAD:id:3708;Which president of William Eustus also married to Dolley Madison ?;Agent
urn:LCQuAD:id:2688;Who were the pole drivers in GP when Damon hill was a first driver?;Agent
urn:LCQuAD:id:3184;To which company is Michael Dell a father company? ;Agent
urn:LCQuAD:id:1432;Who are the spouse of the parents of Kimberly Stewart?;Agent
urn:LCQuAD:id:134;What is the alma mater of the Angela Trusty and Charles Ayres?;Agent
urn:LCQuAD:id:4054;Who are the associated musical artist of Carolyn Dennis?;Agent
urn:LCQuAD:id:2860;What are the political parties whose leaders have lived in the Prime Minister s House?;Agent
urn:LCQuAD:id:2654;List all those whose relatives  nationality is United States.;Agent
urn:LCQuAD:id:3822;Whose associate is Publius Servilius Vatia Isauricus and has predecessor as Lucius Cornelius Lentulus Crus?;Agent
urn:LCQuAD:id:4845;Which basketball players have played in the league of National Basketball Association?;Agent
urn:LCQuAD:id:828;Whihc alma mater of angela Trusty is also the training center of David Scherman ?;Agent
urn:LCQuAD:id:376;Name all those whose spouses have performed with Tony Bennett?;Agent
urn:LCQuAD:id:2957;Who is the composer of Girl from the North Country ?;Agent
urn:LCQuAD:id:4918;During the reigns of which monarchs was the name to the  Israelite kingdom as United Monarch?;Agent
urn:LCQuAD:id:351;Who had  Joe Purcell and Winston Bryant as lieutenants ?;Agent
urn:LCQuAD:id:1746;Which composer subsequent work of Moondog Matinee and also composed The TImes They are A changin ?;Agent
urn:LCQuAD:id:3288;Under which president did Loretta Ucelli and Ann Lewis hold an office?;Agent
urn:LCQuAD:id:2077;Who was on the boards of Freedom of the City and Royal Society?;Agent
urn:LCQuAD:id:1718;Rickenbacker is a musical instrument played by which artists?;Agent
urn:LCQuAD:id:1747;Name whose youth club was FC Barcelona ?;Agent
urn:LCQuAD:id:3732;What is the highschool of the american football player who joined the Robert Morris Colonials program?;Agent
urn:LCQuAD:id:2650;Which minister was responsible for Kriminalpolizie?;Agent
urn:LCQuAD:id:1543;What is the former team of the american football players whose position is Running back?;Agent
urn:LCQuAD:id:2167;Who is the person opposed  by Tom McLaury and Ike Clanton?;Agent
urn:LCQuAD:id:4954;Who owns the websites for which Jimmy wales writes?;Agent
urn:LCQuAD:id:4734;Who are some basketball players who played for Phoenix Suns?;Agent
urn:LCQuAD:id:2984;Who are in the board of Jimmy Wales ?;Agent
urn:LCQuAD:id:1988;Who owns the ford kansas assembly plant?;Agent
urn:LCQuAD:id:2775;What are the airlines whose hub airport is Los Angeles International Airport?;Agent
urn:LCQuAD:id:192;what are some famous people out of the Filipinos?;Agent
urn:LCQuAD:id:800;What is the leader of the government agency which is the military unit of Erich Kempka ?;Agent
urn:LCQuAD:id:4368;Name the subsidary of Tandem Computers which was founded by Jim Harris ?;Agent
urn:LCQuAD:id:3802;Who were the commanders during the events which took place in Sandusky County, Ohio?;Agent
urn:LCQuAD:id:2264;Which vice president of Warren G. Harsing is also the president of Evans Hughes ?;Agent
urn:LCQuAD:id:4688;Which companies have launched from the Vandenberg Air Force Air base?;Agent
urn:LCQuAD:id:2512;Name a few whose live in a place where Indian English is an official language;Agent
urn:LCQuAD:id:2168;Who all have developed a cross platform software?;Agent
urn:LCQuAD:id:2201;Which cover artist of the The Adventures of Tom Sawyer also the source of inspiration of The Appple Tree ?;Agent
urn:LCQuAD:id:2174;What non fiction subjects are covered in books by Doubleday publishers?;Agent
urn:LCQuAD:id:4402;Whose military unit is 39th infantry regiment in 1812?;Agent
urn:LCQuAD:id:3129;Spanish harlem incident was composed by whom ?;Agent
urn:LCQuAD:id:4189;Which famous physicist was academically advised by Benjamin Pulleyn?;Agent
urn:LCQuAD:id:650;Who are the former partners of the figure skaters whose performance have been choreographed by Catarina Lindgren in the past?;Agent
urn:LCQuAD:id:2395;who are all the people who have managed the England s under 20 soccer team?;Agent
urn:LCQuAD:id:3761;Who has military branches are Colonial troops and Continental Army?;Agent
urn:LCQuAD:id:3322;who was the president under which Joe Purcell is a lieutenant?;Agent
urn:LCQuAD:id:3159;Who all have been canonized by Pope Paul VI;Agent
urn:LCQuAD:id:1421;Name the parent company of Ford Falcon Cobra ?;Agent
urn:LCQuAD:id:2445;Which units are garrisoned at Arlington County, Virginia?;Agent
urn:LCQuAD:id:4397;Which house has published books about Jazz?;Agent
urn:LCQuAD:id:1697;List the people died in Hyderabad and are a member of political party ?;Agent
urn:LCQuAD:id:869;What is the political party of the of Bengalis ?;Agent
urn:LCQuAD:id:1361;Which person s successor is Samsu-iluna?;Agent
urn:LCQuAD:id:3252;List the party of the office holder which also has the affiliation with Congress Socialist party ?;Agent
urn:LCQuAD:id:4593;Which company developed Google Web Toolkit and Google custom search?;Agent
urn:LCQuAD:id:1116;Name the driver who had a pole finish in 1989 Portuguese Grand Prix ?;Agent
urn:LCQuAD:id:862;what are some units udner the US department of navy?;Agent
urn:LCQuAD:id:3916;What is the country whose leader was once Valentina Matviyenko?;Agent
urn:LCQuAD:id:4277;Who are the writer of the singles whose music genre is Rhythm and blues ?;Agent
urn:LCQuAD:id:4868;Who coached the Marquette golden eagles men team in 09 to 10 and then again in 13 to 14 ?;Agent
urn:LCQuAD:id:4477;Which famous political figures are relatives to George Madison?;Agent
urn:LCQuAD:id:1497;List of people who were the first one to ascend a mountain in the Cathedral range?;Agent
urn:LCQuAD:id:783;Who has written the mary poppins musical?;Agent
urn:LCQuAD:id:3438;what are some players of England national football team?;Agent
urn:LCQuAD:id:3571;Which writer of A literary Nightmare also extended the work of The Apple tree ?;Agent
urn:LCQuAD:id:1533;By what person of which political party is Balangir district led?;Agent
urn:LCQuAD:id:4327;Who is the political figure whose military branch is Colonial troops?;Agent
urn:LCQuAD:id:2484;Foxy Brown was associated with which band?;Agent
urn:LCQuAD:id:1738;What organization is the parent of Greenpeace Nordic?;Agent
urn:LCQuAD:id:897;Who is the leader of the Kriminalpolizei and Ordnungspolizei?;Agent
urn:LCQuAD:id:4643;Who was the PM under which William Deane served?;Agent
urn:LCQuAD:id:4988;Who is the father of Edith Vonnegut and is also a writer?;Agent
urn:LCQuAD:id:1477;List all the collaborators of the artist which has collaborated with sanremo Music Festival ?;Agent
urn:LCQuAD:id:809;Who was the president under whom, a governor participated in Shay s rebellion?;Agent
urn:LCQuAD:id:978;Who is the editor of Hearth and Home ?;Agent
urn:LCQuAD:id:1482;Name the  people whose residence is Beverly Hills, California?;Agent
urn:LCQuAD:id:217;The authors of Zhorstoke nebo was influenced by whom ?;Agent
urn:LCQuAD:id:1609;Who are the golf players whose college is Arizona State Sun Devils?;Agent
urn:LCQuAD:id:1228;Who is the person whose opponent s father is Newman Haynes Clanton?;Agent
urn:LCQuAD:id:3473;Name the common institution of the Erica Frank and Douglass North?;Agent
urn:LCQuAD:id:4683;Name a office holder whose predecessor is Edward Douglass White and has son named Charles Phelps Taft II?;Agent
urn:LCQuAD:id:1033;Who directed the haunted house and alice in wonderland?;Agent
urn:LCQuAD:id:3903;Who have been the manager of national team of Spain?;Agent
urn:LCQuAD:id:1426;For which common president did Jim Sasser and Mike McCurry work?;Agent
urn:LCQuAD:id:436;Who is a successor of Kingship whose parents were Julius Caesar?;Agent
urn:LCQuAD:id:1238;Name the common musical band of Take Me There and Tonight s the Night ?;Agent
urn:LCQuAD:id:3221;List the common prime minister of the Robert Ray and graham richardson ?;Agent
urn:LCQuAD:id:1538;who manufactures the SHO V8?;Agent
urn:LCQuAD:id:4855;Who were the first drivers in the grand prix which took place at Autodromo Enzo e Dino Ferrari?;Agent
urn:LCQuAD:id:1288;Who is the american football player whose highschool is Ringgold High School (Pennsylvania)?;Agent
urn:LCQuAD:id:3133;List some songwriters whose work has been recorded in Miami?;Agent
urn:LCQuAD:id:1878;who are the managers of england national under 20 football team?;Agent
urn:LCQuAD:id:4150;What sports team s arena is The Palace of Auburn Hills;Agent
urn:LCQuAD:id:2083;Which animator of the The Skeleton Dance is also the director of The Haunted House (1929 film) ?;Agent
urn:LCQuAD:id:2259;Who is the head coach of 2009-10 Middlesbrough F.C. season ?;Agent
urn:LCQuAD:id:941;List the former partner of the figure skaters whose former choreographer was Igor Shpillband.;Agent
urn:LCQuAD:id:1512;Where did the president study, whose VP was Emilio Nez?;Agent
urn:LCQuAD:id:4698;Who all held a position when Gough Whitlam was the prime minister?;Agent
urn:LCQuAD:id:1257;List down the commanders of Battle of Fort stephenson ?;Agent
urn:LCQuAD:id:2103;Which university s graduates have worked in the Quartermaster corps?;Agent
urn:LCQuAD:id:4020;Who is the scientist whose academic advisor is Franz Brentano?;Agent
urn:LCQuAD:id:3466;Where did Paul Jones do his highschool?;Agent
urn:LCQuAD:id:2585;Which  institution of the Alton Ochsner is the alma mater of the Michael Hahn ?;Agent
urn:LCQuAD:id:3013;Which institution of the Alton Ochsner is also the alma mater of John Michael Seabright ?;Agent
urn:LCQuAD:id:6;In which monarch did Li Si succeed someone?;Agent
urn:LCQuAD:id:1691;What politician s partner is Diana Taylor ?;Agent
urn:LCQuAD:id:678;Which football players have Newell s Old Boys as youthclub?;Agent
urn:LCQuAD:id:2619;List the authors of the musicals whose songwriter is Richard M. Sherman.;Agent
urn:LCQuAD:id:1289;Give me some organizations working for Environmentalism;Agent
urn:LCQuAD:id:2569;Name the person whose parent is Pattie Mallette?;Agent
urn:LCQuAD:id:3497;Name the common institute of Robert hall and Erica Frank ?;Agent
urn:LCQuAD:id:0;Which comic characters are painted by Bill Finger?;Agent
urn:LCQuAD:id:4941;Which band had members who are now in The Bleeding Heart Band?;Agent
urn:LCQuAD:id:1780;Which companies are founded in the city of which Collin County Texas is a part?;Agent
urn:LCQuAD:id:2367;Which school of jack mcGregor attend which was also the training center of William Anthony ?;Agent
urn:LCQuAD:id:752;Who wrote The Times They Are a-Changin?;Agent
urn:LCQuAD:id:1644;Which education institute of Duncan U. Fletcher is also the university of Vanderbilt Commodores ?;Agent
urn:LCQuAD:id:4373;What are some famous companies founded in the US?;Agent
urn:LCQuAD:id:4471;What are some people working for the New York Post?;Agent
urn:LCQuAD:id:1515;Which military commander fought his battle at Fort Gadsen?;Agent
urn:LCQuAD:id:578;What are some bands originating in London?;Agent
urn:LCQuAD:id:75;Who is associated to Publius Servilius Vatia Isauricus  and Marcus Calpurnius Bibulus?;Agent
urn:LCQuAD:id:4430;Naval station mobile and naval support activity, naples are under which branch of Us military?;Agent
urn:LCQuAD:id:2522;Who is the person whose alma mater is Harvard-Westlake School?;Agent
urn:LCQuAD:id:437;Who wrote the musical based on Mary Poppins?;Agent
urn:LCQuAD:id:331;With whom is Heinz Kokott a relative to who also served Nazi Army?;Agent
urn:LCQuAD:id:3100;Who is the former partner of the figure skater which was the former partner of Brynn Carman ?;Agent
urn:LCQuAD:id:3209;Name the person whose relation is Dee Dee Warwick?;Agent
urn:LCQuAD:id:2977;Who are the founders of Iskra ?;Agent
urn:LCQuAD:id:3827;Who wrote a rose for emily?;Agent
urn:LCQuAD:id:4103;What is the political party to which Purnima Banerjee is a member of?;Agent
urn:LCQuAD:id:979;Mike Shinoda is in which band?;Agent
urn:LCQuAD:id:82;Name the members of  boards of Freedom of the City and Trinity House?;Agent
urn:LCQuAD:id:4339;Los Angeles Lakers is the team of which basketball players?;Agent
urn:LCQuAD:id:3102;What is the common debut team of the Butch Metzger and Dan Otero?;Agent
urn:LCQuAD:id:1377;What famous musicians play the remo?;Agent
urn:LCQuAD:id:3697;Name the music artist which collaborated with the spouse of Jessi Colter?;Agent
urn:LCQuAD:id:4906;Who is the producer of the single which was the subsequent work of He s a Liar?;Agent
urn:LCQuAD:id:1602;Name the person with opponents Ike Clanton and Tom McLaury?;Agent
urn:LCQuAD:id:639;Who first ascented a mountain of Mount Hoffmann ?;Agent
urn:LCQuAD:id:4662;In which university did Harlan Mathews study, where Richard Meriil Atkinson went too?;Agent
urn:LCQuAD:id:4817;Name the fictional character who was in Terminator and portrayer is Terminator 2: Judgment Day?;Agent
urn:LCQuAD:id:3455;List the trainers of Shinya Aoki ?;Agent
urn:LCQuAD:id:4515;Who preceded Lucius Crus as an office holder?;Agent
urn:LCQuAD:id:1898;By which university is the literary magazine named Stone Canoe published?;Agent
urn:LCQuAD:id:258;Name the company whose one of the product is Pixar Image Computer and has one of the key person as Edwin Catmull?;Agent
urn:LCQuAD:id:1783;Who is the former partner of Chris Knierim ?;Agent
urn:LCQuAD:id:4022;Tandem Computers is the subsidiary of which company?;Agent
urn:LCQuAD:id:610;List down the prime ministers of Peter Thorneycroft ?;Agent
urn:LCQuAD:id:2252;Who worked at  A Goon s Deed in a Weary World and CBS?;Agent
urn:LCQuAD:id:2378;Name the writer whose one of the notable work is Adventures of Huckleberry Finn and died in Redding, Connecticut?;Agent
urn:LCQuAD:id:3413;What is the name of the person who has relations with Dionne Warwick and Gary Garland?;Agent
urn:LCQuAD:id:1464;Who is the operator of Rainbow Warrior (1955) ?;Agent
urn:LCQuAD:id:4568;Who was the chairman of Fort Lauderdale Strikers and also 2015 Fort Lauderdale Strikers season ?;Agent
urn:LCQuAD:id:204;Who were in the youth clubs that were in season of 2015 Argentine Primera Division?;Agent
urn:LCQuAD:id:162;What is the common school of Chris Marve and Neria Douglass?;Agent
urn:LCQuAD:id:617;What has been founded in the state that Denton county, Texas is a part of? ;Agent
urn:LCQuAD:id:3902;Into what military organizations is the United States Department of Defense divided?;Agent
urn:LCQuAD:id:4262;In which broadcast area does the sister station of KFFG air ?;Agent
urn:LCQuAD:id:4611;Which company owns instagram?;Agent
urn:LCQuAD:id:3075;List all the former partners of the figure skater whose one of the former partner was Andrea poapst ?;Agent
urn:LCQuAD:id:4809;Who has recorded their singles in London?;Agent
urn:LCQuAD:id:2097;Who are the associated musical artist of the  artists of band Shorty Rogers?;Agent
urn:LCQuAD:id:4357;Who were the american football players who played for Dallas Cowboys?;Agent
urn:LCQuAD:id:2481;People who debuted from Houston Astros have played in which clubs?;Agent
urn:LCQuAD:id:3050;Who  works  at the American Magazine and New York Post?;Agent
urn:LCQuAD:id:1019;What people are known to work for Johnny Cash?;Agent
urn:LCQuAD:id:1651;List the first drivers of Grand Prixes where Mika Hakkinen was a pole driver.;Agent
urn:LCQuAD:id:1337;Who are the people whose alumna is a part of the National Collegiate Athletic Association?;Agent
urn:LCQuAD:id:226;Who is the performer of album which has the song To Where You Are ?;Agent
urn:LCQuAD:id:3055;Who founded the city at the end of the Pittsburgh Line route?;Agent
urn:LCQuAD:id:1416;Who are some authoritative persons on the matter of Megabalanus concinnus?;Agent
urn:LCQuAD:id:3112;Which musical artists have collaborated with Waylon Jennings?;Agent
urn:LCQuAD:id:2789;Who made the Y block engine and the SHO V8 engine?;Agent
urn:LCQuAD:id:2183;Which tennis players live in Kenthurst, new south wales?;Agent
urn:LCQuAD:id:3210;who are some miss michigan usa?;Agent
urn:LCQuAD:id:597;Who are the associate musical artists of Dalma Kovcs ?;Agent
urn:LCQuAD:id:4031;Name the other party of Chandra Shekhar ?;Agent
urn:LCQuAD:id:3169;Which politicians live in a city led by T.S. Thakur?;Agent
urn:LCQuAD:id:521;What people were born in Ridgewood, New Jersey?;Agent
urn:LCQuAD:id:4539;Who is the appointer of Charles Goodell ?;Agent
urn:LCQuAD:id:3552;Name the Chris Marve s school ?;Agent
urn:LCQuAD:id:1511;Which military personnel belong to the branch of Continental Army?;Agent
urn:LCQuAD:id:2216;Name the office holders whose successor died in Morristown, New Jersey?;Agent
urn:LCQuAD:id:4343;Who studied in universities located in suburbs?;Agent
urn:LCQuAD:id:2415;List the relative of Tim Nanai-Williams ?;Agent
urn:LCQuAD:id:772;By which companies is RENFE Class 333 designed?;Agent
urn:LCQuAD:id:1674;Which Harris County based company is a subsidiary of Tandem Computers?;Agent
urn:LCQuAD:id:855;Which people are known for appearing on the television show Dragon s Den?;Agent
urn:LCQuAD:id:78;What university campuses are situated in Indiana?;Agent
urn:LCQuAD:id:4570;List some writers which speak one of the Germanic languages.;Agent
urn:LCQuAD:id:2176;Who voiced in Peanuts Motion Comics and The Peanuts Movie?;Agent
urn:LCQuAD:id:4726;Who founded a company which served Mid Wales ?;Agent
urn:LCQuAD:id:1459;Name some basketball players whose team is coached by Fred Hoiberg?;Agent
urn:LCQuAD:id:2803;Who are some US colonels?;Agent
urn:LCQuAD:id:4071;Who gave the musical score  of 9 to 5 (musical) ?;Agent
urn:LCQuAD:id:4333;Who are the spouse of the actors of Wrongfully Accused?;Agent
urn:LCQuAD:id:2452;Who is the vice president of Jared Bernstein ?;Agent
urn:LCQuAD:id:4078;Who is the monarch of Bertalan Szemere ?;Agent
urn:LCQuAD:id:421;Who is the performer of Bengali in Platforms ?;Agent
urn:LCQuAD:id:4973;Which company was the designer of South African class 11e and RENFE class 333 ?;Agent
urn:LCQuAD:id:3370;Who wrote the US steel hour?;Agent
urn:LCQuAD:id:389;List all the co-founders of the non for profit which have founding member as David pressman ?;Agent
urn:LCQuAD:id:542;Which company owns Evraz ?;Agent
urn:LCQuAD:id:2812;Who are the people who played for San Francisco 49ers?;Agent
urn:LCQuAD:id:2902;Name a famous relative of barry voight;Agent
urn:LCQuAD:id:3488;Who all have written songs that were then recorded in the Criteria Studios?;Agent
urn:LCQuAD:id:4317;Which educational institutes have campuses at Iowa and Indiana ?;Agent
urn:LCQuAD:id:4709;Who appointed William L. Dayton ?;Agent
urn:LCQuAD:id:3634;To which educational institutions did Lesli Sanchez go for her studies?;Agent
urn:LCQuAD:id:3939;What are some famous artists who rocked a Les Paul?;Agent
urn:LCQuAD:id:2877;Which company manufactured Delta III?;Agent
urn:LCQuAD:id:3077;Which band made the song Take me There, and has collaborated with Blayse in the past?;Agent
urn:LCQuAD:id:4623;Which person works at the American Magazine?;Agent
urn:LCQuAD:id:2401;Which royal people are buried in Rome?;Agent
urn:LCQuAD:id:2661;What artist was associated closely with the bare necessities and rock a doodle?;Agent
urn:LCQuAD:id:4100;Which parent company of the Cornell University Press is also the alma mater of the Mario Garca Menocal?;Agent
urn:LCQuAD:id:57;What company involved in the development of Sherlock did Arthur Levinson work for?;Agent
urn:LCQuAD:id:4104;Who was the president during the time the opponent of John Hospers was in the office?;Agent
urn:LCQuAD:id:2475;List the members of Skull Gang?;Agent
urn:LCQuAD:id:72;Who is the producer of the song which is the previous work of He s a Liar ?;Agent
urn:LCQuAD:id:743;Which publisher of Stone Canoe is also the university for which Michael Powell plays for ?;Agent
urn:LCQuAD:id:1546;Which current players once played for Toronto argonauts?;Agent
urn:LCQuAD:id:3038;To which senator did military unit VMF-155 belong?;Agent
urn:LCQuAD:id:4229;Name the first driver of 1999 San Marino Grand Prix ?;Agent
urn:LCQuAD:id:4974;What is the scientist whose doctoral students are Erich Bagge and erban ieica?;Agent
urn:LCQuAD:id:2691;List the relatives of the governor of Gabriel Slaughter?;Agent
urn:LCQuAD:id:3967;Who manufactured the Delta III and the Space Shuttle?;Agent
urn:LCQuAD:id:1671;What companies are located in toronto?;Agent
urn:LCQuAD:id:372;Name few companies founded in Texas?;Agent
urn:LCQuAD:id:788;To which military division does Clark Daniel Stearns belong?;Agent
urn:LCQuAD:id:4596;From where did Ben Wilson (American football) do his highscool?;Agent
urn:LCQuAD:id:3787;Where did Allama Matthews study?;Agent
urn:LCQuAD:id:2390;name the Glover s distributer ?;Agent
urn:LCQuAD:id:3965;Which team did Michael and Ryan Powell play for?;Agent
urn:LCQuAD:id:961;Who are the relatives of the character after which Quagmire s Quagmire was made?;Agent
urn:LCQuAD:id:2009;Which band was left by Kevin Jonas?;Agent
urn:LCQuAD:id:2338;Whose children died in North Bend, Ohio?;Agent
urn:LCQuAD:id:1354;Who were the producers of the tenderfoot?;Agent
urn:LCQuAD:id:2474;What are the organisation founded in Texas and Dallas?;Agent
urn:LCQuAD:id:1208;Which players have represented Los Angeles Angels of Anaheim?;Agent
urn:LCQuAD:id:3166;Who was the influencer of Dave Attel who also starred in Adios Amigo?;Agent
urn:LCQuAD:id:3470;Give me all martial artists trained by Joe Schilling.;Agent
urn:LCQuAD:id:1280;Name the musical band of Written in the Stars ?;Agent
urn:LCQuAD:id:629;Under whom did Charles Drummond Ellis do his PhD?;Agent
urn:LCQuAD:id:2334;Under which president did some politicians live in Kensington?;Agent
urn:LCQuAD:id:459;Who is the author of Karakuri Dji Ultimo ?;Agent
urn:LCQuAD:id:2113;Which company is located in Harris County, Texas?;Agent
urn:LCQuAD:id:4522;Which board memeber of jimmy Wales also owns Latvian Wikipedia ?;Agent
urn:LCQuAD:id:837;Which baseball team is managed by Bruce Bochy?;Agent
urn:LCQuAD:id:3206;What are the universities where athletics is regulated by National Collegiate Athletic Association?;Agent
